time,body_name,x,y,z,vx,vy,vz
93600,Neptune,4.503e+12,5.08248e+08,0,-0.614232,5430,0
97200,Sun,1378.9,3.31352,0,0.0273586,9.86122e-05,0
97200,Mercury,5.77162e+10,4.64796e+09,0,-3844.18,47721.2,0
97200,Venus,1.08144e+11,3.40338e+09,0,-1101.98,35003.3,0
97200,Earth,1.49571e+11,2.89444e+09,0,-576.513,29774.6,0
97200,Mars,2.27887e+11,2.34539e+09,0,-248.4,24128.8,0
97200,Jupiter,7.78499e+11,1.2704e+09,0,-21.2821,13070,0
97200,Saturn,1.433e+12,9.41868e+08,0,-6.31213,9690,0
97200,Uranus,2.877e+12,6.61932e+08,0,-1.56325,6810,0
97200,Neptune,4.503e+12,5.27796e+08,0,-0.637856,5430,0
100800,Sun,1481.04,3.69583,0,0.0283718,0.000106197,0
100800,Mercury,5.77018e+10,4.81972e+09,0,-3986.26,47709.7,0
100800,Venus,1.0814e+11,3.52939e+09,0,-1142.78,35002,0
100800,Earth,1.49569e+11,3.00162e+09,0,-597.863,29774.2,0
100800,Mars,2.27887e+11,2.43226e+09,0,-257.599,24128.7,0
100800,Jupiter,7.78499e+11,1.31746e+09,0,-22.0703,13070,0
100800,Saturn,1.433e+12,9.76752e+08,0,-6.54592,9690,0
100800,Uranus,2.877e+12,6.86448e+08,0,-1.62115,6810,0
100800,Neptune,4.503e+12,5.47344e+08,0,-0.66148,5430,0
104400,Sun,1586.82,4.10645,0,0.0293849,0.000114062,0
104400,Mercury,5.7687e+10,4.99143e+09,0,-4128.3,47697.9,0
104400,Venus,1.08136e+11,3.65539e+09,0,-1183.58,35000.7,0
104400,Earth,1.49567e+11,3.10881e+09,0,-619.212,29773.8,0
104400,Mars,2.27886e+11,2.51912e+09,0,-266.799,24128.6,0
104400,Jupiter,7.78499e+11,1.36451e+09,0,-22.8585,13070,0
104400,Saturn,1.433e+12,1.01164e+09,0,-6.7797,9690,0
104400,Uranus,2.877e+12,7.10964e+08,0,-1.67905,6810,0
104400,Neptune,4.503e+12,5.66892e+08,0,-0.685104,5430,0
108000,Sun,1696.26,4.5464,0,0.0303981,0.000122208,0
108000,Mercury,5.76716e+10,5.1631e+09,0,-4270.31,47685.6,0
108000,Venus,1.08132e+11,3.78139e+09,0,-1224.37,34999.3,0
108000,Earth,1.49564e+11,3.21599e+09,0,-640.562,29773.3,0
108000,Mars,2.27885e+11,2.60598e+09,0,-275.999,24128.5,0
108000,Jupiter,7.78499e+11,1.41156e+09,0,-23.6467,13070,0
108000,Saturn,1.433e+12,1.04652e+09,0,-7.01348,9690,0
108000,Uranus,2.877e+12,7.3548e+08,0,-1.73695,6810,0
108000,Neptune,4.503e+12,5.8644e+08,0,-0.708729,5430,0
111600,Sun,1809.34,5.01668,0,0.0314113,0.000130635,0
111600,Mercury,5.76557e+10,5.33472e+09,0,-4412.29,47672.9,0
111600,Venus,1.08127e+11,3.90738e+09,0,-1265.17,34997.9,0
111600,Earth,1.49562e+11,3.32317e+09,0,-661.91,29772.9,0
111600,Mars,2.27884e+11,2.69285e+09,0,-285.198,24128.4,0
111600,Jupiter,7.78499e+11,1.45861e+09,0,-24.435,13070,0
111600,Saturn,1.433e+12,1.0814e+09,0,-7.24726,9690,0
111600,Uranus,2.877e+12,7.59996e+08,0,-1.79485,6810,0
111600,Neptune,4.503e+12,6.05988e+08,0,-0.732353,5430,0
115200,Sun,1926.06,5.51831,0,0.0324244,0.000139342,0
115200,Mercury,5.76393e+10,5.5063e+09,0,-4554.23,47659.8,0
115200,Venus,1.08122e+11,4.03337e+09,0,-1305.96,34996.4,0
