time,body_name,x,y,z,vx,vy,vz
331200,Earth,1.72884e+06,517228,0,9.67598,4.52897,0
331200,Moon,2.43775e+08,2.96415e+08,0,-787.047,653.612,0
334800,Earth,1.76395e+06,533868,0,9.75241,4.6224,0
334800,Moon,2.4092e+08,2.98741e+08,0,-793.263,646.013,0
338400,Earth,1.79933e+06,550848,0,9.82794,4.71659,0
338400,Moon,2.38042e+08,3.01039e+08,0,-799.407,638.352,0
342000,Earth,1.83498e+06,568169,0,9.90257,4.81151,0
342000,Moon,2.35142e+08,3.03309e+08,0,-805.477,630.631,0
345600,Earth,1.8709e+06,585835,0,9.97628,4.90716,0
345600,Moon,2.32221e+08,3.05551e+08,0,-811.473,622.851,0
349200,Earth,1.90707e+06,603848,0,10.0491,5.00353,0
349200,Moon,2.29278e+08,3.07765e+08,0,-817.394,615.012,0
352800,Earth,1.94351e+06,622210,0,10.1209,5.10061,0
352800,Moon,2.26314e+08,3.09951e+08,0,-823.24,607.115,0
356400,Earth,1.9802e+06,640924,0,10.1919,5.1984,0
356400,Moon,2.2333e+08,3.12108e+08,0,-829.009,599.161,0
360000,Earth,2.01714e+06,659993,0,10.2619,5.29689,0
360000,Moon,2.20325e+08,3.14236e+08,0,-834.702,591.15,0
363600,Earth,2.05433e+06,679419,0,10.3309,5.39606,0
363600,Moon,2.173e+08,3.16335e+08,0,-840.318,583.083,0
367200,Earth,2.09177e+06,699204,0,10.399,5.49591,0
367200,Moon,2.14255e+08,3.18405e+08,0,-845.856,574.961,0
370800,Earth,2.12945e+06,719351,0,10.4661,5.59643,0
370800,Moon,2.1119e+08,3.20445e+08,0,-851.316,566.785,0
374400,Earth,2.16736e+06,739863,0,10.5323,5.69761,0
374400,Moon,2.08106e+08,3.22456e+08,0,-856.698,558.555,0
378000,Earth,2.20552e+06,760741,0,10.5975,5.79943,0
378000,Moon,2.05003e+08,3.24437e+08,0,-861.999,550.273,0
381600,Earth,2.2439e+06,781988,0,10.6617,5.9019,0
381600,Moon,2.01881e+08,3.26388e+08,0,-867.221,541.938,0
385200,Earth,2.28251e+06,803606,0,10.7249,6.00499,0
385200,Moon,1.9874e+08,3.28309e+08,0,-872.363,533.552,0
388800,Earth,2.32134e+06,825597,0,10.7871,6.10871,0
388800,Moon,1.95582e+08,3.30199e+08,0,-877.424,525.116,0
392400,Earth,2.36039e+06,847964,0,10.8483,6.21304,0
392400,Moon,1.92405e+08,3.32059e+08,0,-882.403,516.63,0
396000,Earth,2.39967e+06,870709,0,10.9085,6.31798,0
396000,Moon,1.89211e+08,3.33888e+08,0,-887.301,508.094,0
399600,Earth,2.43915e+06,893833,0,10.9677,6.4235,0
399600,Moon,1.85999e+08,3.35687e+08,0,-892.116,499.511,0
403200,Earth,2.47884e+06,917340,0,11.0259,6.52961,0
403200,Moon,1.8277e+08,3.37454e+08,0,-896.848,490.88,0
406800,Earth,2.51874e+06,941231,0,11.083,6.63629,0
406800,Moon,1.79525e+08,3.3919e+08,0,-901.496,482.202,0
410400,Earth,2.55884e+06,965507,0,11.1392,6.74354,0
410400,Moon,1.76263e+08,3.40894e+08,0,-906.061,473.479,0
414000,Earth,2.59914e+06,990172,0,11.1942,6.85134,0
414000,Moon,1.72985e+08,3.42567e+08,0,-910.542,464.711,0
417600,Earth,2.63964e+06,1.01523e+06,0,11.2483,6.95968,0
417600,Moon,1.69691e+08,3.44208e+08,0,-914.938,455.898,0
421200,Earth,2.68032e+06,1.04067e+06,0,11.3013,7.06855,0
421200,Moon,1.66382e+08,3.45818e+08,0,-919.249,447.042,0
424800,Earth,2.72119e+06,1.06651e+06,0,11.3532,7.17795,0
424800,Moon,1.63058e+08,3.47395e+08,0,-923.474,438.144,0
428400,Earth,2.76225e+06,1.09275e+06,0,11.4041,7.28786,0
428400,Moon,1.59718e+08,3.4894e+08,0,-927.613,429.204,0
432000,Earth,2.80348e+06,1.11938e+06,0,11.4539,7.39827,0
432000,Moon,1.56364e+08,3.50453e+08,0,-931.665,420.223,0
435600,Earth,2.84489e+06,1.14642e+06,0,11.5027,7.50918,0
435600,Moon,1.52996e+08,3.51933e+08,0,-935.63,411.202,0
439200,Earth,2.88647e+06,1.17385e+06,0,11.5504,7.62057,0
439200,Moon,1.49614e+08,3.53381e+08,0,-939.509,402.141,0
442800,Earth,2.92822e+06,1.20169e+06,0,11.597,7.73243,0
442800,Moon,1.46218e+08,3.54796e+08,0,-943.299,393.043,0
446400,Earth,2.97013e+06,1.22993e+06,0,11.6425,7.84475,0
446400,Moon,1.42809e+08,3.56178e+08,0,-947.001,383.906,0
450000,Earth,3.01221e+06,1.25858e+06,0,11.6869,7.95752,0
450000,Moon,1.39386e+08,3.57527e+08,0,-950.615,374.734,0
453600,Earth,3.05443e+06,1.28763e+06,0,11.7302,8.07073,0
453600,Moon,1.35952e+08,3.58843e+08,0,-954.14,365.525,0
457200,Earth,3.09682e+06,1.31709e+06,0,11.7725,8.18437,0
457200,Moon,1.32504e+08,3.60126e+08,0,-957.576,356.281,0
460800,Earth,3.13934e+06,1.34697e+06,0,11.8136,8.29843,0
460800,Moon,1.29045e+08,3.61375e+08,0,-960.922,347.003,0
464400,Earth,3.18202e+06,1.37726e+06,0,11.8536,8.4129,0
464400,Moon,1.25574e+08,3.62591e+08,0,-964.178,337.693,0
468000,Earth,3.22483e+06,1.40796e+06,0,11.8926,8.52777,0
468000,Moon,1.22091e+08,3.63773e+08,0,-967.344,328.349,0
471600,Earth,3.26778e+06,1.43907e+06,0,11.9304,8.64302,0
471600,Moon,1.18598e+08,3.64921e+08,0,-970.419,318.975,0
475200,Earth,3.31086e+06,1.4706e+06,0,11.9671,8.75865,0
475200,Moon,1.15094e+08,3.66035e+08,0,-973.403,309.569,0
478800,Earth,3.35407e+06,1.50255e+06,0,12.0026,8.87465,0
478800,Moon,1.11579e+08,3.67116e+08,0,-976.296,300.134,0
482400,Earth,3.3974e+06,1.53492e+06,0,12.0371,8.991,0
482400,Moon,1.08054e+08,3.68162e+08,0,-979.098,290.67,0
486000,Earth,3.44086e+06,1.56771e+06,0,12.0704,9.10769,0
486000,Moon,1.0452e+08,3.69174e+08,0,-981.807,281.179,0
489600,Earth,3.48443e+06,1.60091e+06,0,12.1026,9.22471,0
489600,Moon,1.00976e+08,3.70152e+08,0,-984.425,271.66,0
493200,Earth,3.52811e+06,1.63455e+06,0,12.1336,9.34206,0
493200,Moon,9.74229e+07,3.71096e+08,0,-986.95,262.115,0
496800,Earth,3.5719e+06,1.6686e+06,0,12.1635,9.45971,0
496800,Moon,9.38611e+07,3.72005e+08,0,-989.382,252.545,0
500400,Earth,3.61579e+06,1.70308e+06,0,12.1923,9.57767,0
500400,Moon,9.02909e+07,3.7288e+08,0,-991.721,242.95,0
504000,Earth,3.65978e+06,1.73799e+06,0,12.2199,9.69591,0
